__sample_id__,__target__,carat,cut,color,clarity,depth,table,x,y,z
diamonds_027055,646.0,0.28,Premium,H,VVS1,59.9,62.0,4.28,4.23,2.55
diamonds_027056,646.0,0.28,Premium,H,VVS1,61.5,58.0,4.22,4.17,2.58
diamonds_027057,646.0,0.28,Premium,G,VVS2,60.2,60.0,4.26,4.24,2.56
diamonds_027058,646.0,0.41,Good,F,I1,63.8,57.0,4.72,4.69,3.0
diamonds_027059,646.0,0.32,Very Good,D,VS2,58.8,59.0,4.49,4.52,2.65
diamonds_027060,17175.0,1.57,Premium,E,VS1,61.4,58.0,7.44,7.48,4.58
diamonds_027061,17176.0,1.5,Ideal,G,VVS2,61.3,56.0,7.39,7.43,4.55
diamonds_027062,17179.0,2.01,Premium,E,SI2,58.9,60.0,8.24,8.2,4.84
diamonds_027063,17179.0,2.01,Premium,E,SI2,62.0,61.0,8.1,8.04,5.0
diamonds_027064,17182.0,2.03,Ideal,G,SI2,61.1,57.0,8.16,8.21,5.0
diamonds_027065,17184.0,2.74,Very Good,H,SI2,63.3,58.0,8.88,8.84,5.61
diamonds_027066,17186.0,2.56,Premium,J,SI1,61.4,58.0,8.76,8.73,5.37
diamonds_027067,17191.0,2.01,Premium,H,VS2,61.6,61.0,8.14,8.07,4.99
diamonds_027068,17191.0,1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67
diamonds_027069,17192.0,1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16
diamonds_027070,17193.0,2.3,Ideal,I,SI1,62.2,60.0,8.43,8.39,5.23
diamonds_027071,17193.0,2.14,Premium,I,VS2,60.7,59.0,8.33,8.28,5.04
diamonds_027072,17194.0,1.67,Ideal,F,VS2,61.8,57.0,7.58,7.62,4.7
diamonds_027073,17197.0,2.01,Ideal,I,VS2,60.7,57.0,8.21,8.17,4.97
diamonds_027074,17197.0,1.71,Premium,G,VS1,62.3,58.0,7.65,7.61,4.75
diamonds_027075,17203.0,1.51,Very Good,F,VVS2,61.3,61.0,7.33,7.36,4.5
diamonds_027076,17203.0,1.5,Premium,F,VVS2,58.8,58.0,7.51,7.43,4.39
diamonds_027077,17204.0,1.6,Premium,G,VVS1,61.5,58.0,7.48,7.58,4.63
diamonds_027078,17204.0,1.71,Ideal,G,VS1,61.4,57.0,7.72,7.65,4.72
diamonds_027079,17206.0,1.71,Very Good,G,VS1,61.3,54.0,7.69,7.74,4.73
diamonds_027080,17209.0,2.6,Premium,J,SI2,58.3,61.0,9.05,8.94,5.24
diamonds_027081,17209.0,2.61,Ideal,J,SI2,64.6,55.0,8.61,8.57,5.55
diamonds_027082,17213.0,2.14,Ideal,I,SI1,62.1,58.0,8.21,8.26,5.11
diamonds_027083,17214.0,2.05,Ideal,J,VVS2,62.7,56.0,8.18,8.11,5.11
diamonds_027084,17216.0,1.41,Premium,D,VVS2,60.8,57.0,7.28,7.23,4.41
diamonds_027085,17218.0,2.31,Premium,I,SI2,62.9,58.0,8.43,8.34,5.27
diamonds_027086,17219.0,1.7,Very Good,G,VS1,61.8,53.0,7.63,7.67,4.73
diamonds_027087,17219.0,2.15,Ideal,H,SI2,61.8,57.0,8.3,8.24,5.11
diamonds_027088,17220.0,2.01,Ideal,F,SI2,60.0,56.0,8.17,8.22,4.92
diamonds_027089,17221.0,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15
diamonds_027090,17223.0,1.53,Ideal,D,VS2,62.7,54.0,7.35,7.39,4.62
diamonds_027091,17224.0,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07
diamonds_027092,17227.0,2.01,Ideal,I,VS1,61.4,59.0,8.06,8.13,4.97
diamonds_027093,17228.0,1.7,Premium,G,VVS2,61.5,60.0,7.64,7.59,4.68
diamonds_027094,17231.0,2.52,Ideal,I,SI1,61.5,56.0,8.76,8.69,5.37
diamonds_027095,17233.0,2.25,Premium,H,SI1,61.5,61.0,8.47,8.41,5.19
diamonds_027096,17235.0,2.01,Premium,D,SI2,61.8,59.0,8.15,8.07,5.01
diamonds_027097,17235.0,2.01,Premium,H,SI1,62.3,58.0,8.04,7.99,4.99
diamonds_027098,17237.0,2.05,Premium,E,SI2,59.7,59.0,8.39,8.27,4.97
diamonds_027099,17240.0,1.54,Ideal,F,VS2,61.8,56.0,7.36,7.39,4.56
diamonds_027100,17244.0,2.01,Very Good,F,SI2,60.8,57.0,8.09,8.15,4.94
diamonds_027101,17245.0,2.02,Ideal,H,SI1,62.5,54.0,8.07,8.1,5.05
diamonds_027102,17247.0,2.0,Very Good,H,SI1,62.7,56.0,7.98,8.02,5.02
diamonds_027103,17250.0,2.1,Ideal,I,SI1,60.8,60.0,8.24,8.35,5.04
diamonds_027104,17254.0,2.12,Premium,I,VS2,61.5,58.0,8.3,8.26,5.09
diamonds_027105,17256.0,1.61,Ideal,F,VS1,62.0,55.0,7.52,7.55,4.67
diamonds_027106,17258.0,2.08,Premium,H,VS2,62.0,58.0,8.19,8.1,5.05
diamonds_027107,17262.0,2.42,Premium,I,VS1,59.8,59.0,8.8,8.78,5.26
diamonds_027108,17263.0,2.02,Very Good,D,SI2,62.3,56.0,7.99,8.06,5.0
diamonds_027109,17263.0,2.16,Ideal,E,SI2,61.4,57.0,8.36,8.33,5.12
diamonds_027110,17265.0,2.02,Ideal,G,SI2,61.7,57.0,8.15,8.1,5.01
diamonds_027111,17265.0,2.02,Premium,H,SI1,62.1,61.0,8.06,7.99,4.98
diamonds_027112,17265.0,2.2,Premium,H,SI1,61.2,59.0,8.42,8.37,0.0
diamonds_027113,17267.0,1.86,Very Good,H,VVS2,58.6,62.0,8.07,8.14,4.75
diamonds_027114,17273.0,1.8,Very Good,E,SI1,62.2,57.0,7.81,7.89,4.88
diamonds_027115,17278.0,2.0,Premium,I,VS1,61.1,58.0,8.08,8.11,4.95
diamonds_027116,17279.0,1.5,Very Good,F,VVS1,60.0,60.0,7.36,7.44,4.44
diamonds_027117,17294.0,2.05,Premium,E,SI2,62.5,56.0,8.17,8.08,5.08
diamonds_027118,17294.0,2.35,Premium,I,SI2,59.9,58.0,8.68,8.61,5.18
diamonds_027119,17294.0,2.35,Premium,I,SI2,61.1,58.0,8.63,8.56,5.25
diamonds_027120,17294.0,2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06
diamonds_027121,17297.0,2.03,Very Good,I,VS2,59.9,57.0,8.14,8.25,4.91
diamonds_027122,17312.0,2.26,Ideal,H,SI2,62.2,56.0,8.38,8.35,5.2
diamonds_027123,17313.0,2.16,Premium,I,SI1,62.9,55.0,8.28,8.2,5.18
diamonds_027124,17313.0,2.01,Good,F,SI2,64.0,58.0,7.94,7.83,5.05
diamonds_027125,17315.0,2.04,Very Good,I,VS2,60.3,59.0,8.18,8.2,4.94
diamonds_027126,17317.0,1.51,Very Good,F,VVS2,63.1,56.0,7.32,7.26,4.6
diamonds_027127,17323.0,2.04,Very Good,I,SI1,62.9,54.0,8.16,8.08,5.1
diamonds_027128,17323.0,1.7,Premium,E,VS2,62.9,58.0,7.57,7.54,4.75
diamonds_027129,17327.0,2.04,Ideal,J,IF,61.5,58.0,8.11,8.14,5.0
diamonds_027130,17329.0,4.13,Fair,H,I1,64.8,61.0,10.0,9.85,6.43
diamonds_027131,17329.0,1.58,Ideal,G,IF,62.2,57.0,7.45,7.51,4.65
diamonds_027132,17330.0,1.7,Good,F,VS1,57.6,63.0,7.86,7.81,4.51
diamonds_027133,17334.0,2.01,Premium,G,SI1,62.5,58.0,7.98,8.08,5.02
diamonds_027134,17338.0,1.69,Good,G,VS1,58.1,58.0,7.8,7.84,4.54
diamonds_027135,17339.0,2.54,Ideal,G,SI2,62.7,56.0,8.75,8.67,5.46
diamonds_027136,17343.0,1.75,Ideal,G,VS2,61.5,57.0,7.76,7.72,4.76
diamonds_027137,17347.0,2.01,Premium,H,SI1,61.8,58.0,8.13,8.06,5.0
diamonds_027138,17351.0,1.67,Ideal,F,VS2,61.8,57.0,7.62,7.58,4.7
diamonds_027139,17353.0,1.21,Ideal,E,IF,61.8,56.0,6.81,6.88,4.23
diamonds_027140,17353.0,1.93,Premium,H,VS2,62.8,58.0,7.91,7.86,4.95
diamonds_027141,17357.0,2.02,Very Good,I,SI1,60.4,58.0,8.2,8.16,4.94
diamonds_027142,17358.0,1.79,Premium,G,VS2,61.2,58.0,7.9,7.82,4.81
diamonds_027143,17360.0,1.6,Premium,G,VVS1,61.5,58.0,7.58,7.48,4.63
diamonds_027144,17360.0,1.7,Ideal,F,VS2,62.4,57.0,7.65,7.57,4.75
diamonds_027145,17365.0,2.01,Good,I,VS1,62.5,56.0,7.96,8.0,4.99
diamonds_027146,17365.0,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31
diamonds_027147,17366.0,1.59,Ideal,F,VS1,62.9,57.0,7.38,7.48,4.62
diamonds_027148,17374.0,1.95,Very Good,H,VS2,61.7,55.0,8.0,8.05,4.95
diamonds_027149,17377.0,1.97,Very Good,H,VS2,62.9,59.0,7.9,8.01,5.0
diamonds_027150,17379.0,2.04,Premium,E,SI2,58.3,58.0,8.35,8.31,4.86
diamonds_027151,17381.0,2.17,Ideal,I,SI1,60.4,56.0,8.43,8.36,5.07
diamonds_027152,17383.0,2.01,Ideal,H,SI1,60.6,57.0,8.19,8.09,4.92
diamonds_027153,17392.0,2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02
diamonds_027154,17393.0,1.59,Premium,E,VS1,61.2,58.0,7.49,7.58,4.61
diamonds_027155,17393.0,2.03,Premium,G,SI2,60.1,60.0,8.27,8.2,4.95
diamonds_027156,17400.0,1.69,Good,E,VS1,63.8,56.0,7.51,7.57,4.81
diamonds_027157,17403.0,2.01,Ideal,H,SI1,61.9,57.0,8.14,8.05,5.01
diamonds_027158,17403.0,2.01,Premium,G,SI2,60.1,60.0,8.25,8.18,4.94
diamonds_027159,17403.0,2.01,Ideal,H,SI1,59.3,58.0,8.25,8.19,4.87
diamonds_027160,17403.0,2.01,Ideal,H,SI1,61.6,57.0,8.1,8.04,4.97
diamonds_027161,17405.0,2.5,Fair,F,SI2,65.8,58.0,8.38,8.31,5.49
diamonds_027162,17405.0,2.0,Good,G,SI1,63.6,61.0,7.9,7.83,5.0
diamonds_027163,17407.0,2.64,Ideal,H,SI2,62.3,55.0,8.88,8.83,5.52
diamonds_027164,17408.0,2.05,Fair,I,VS1,67.7,58.0,7.74,7.68,5.22
diamonds_027165,17414.0,1.61,Ideal,F,VS1,62.0,55.0,7.55,7.52,4.67
diamonds_027166,17416.0,2.14,Premium,I,VS2,62.3,58.0,8.22,8.16,5.1
diamonds_027167,17422.0,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02
diamonds_027168,17425.0,1.65,Very Good,F,VS1,62.8,56.0,7.52,7.57,4.74
diamonds_027169,17433.0,2.01,Premium,I,VS2,61.1,60.0,8.06,8.12,4.94
diamonds_027170,17433.0,2.19,Ideal,H,SI2,62.0,56.0,8.36,8.48,5.22
diamonds_027171,17434.0,2.01,Very Good,H,SI1,62.2,60.0,8.05,8.0,4.99
diamonds_027172,17436.0,2.0,Premium,I,VS1,61.1,58.0,8.11,8.08,4.95
diamonds_027173,17441.0,1.55,Ideal,D,VS2,62.5,55.0,7.38,7.43,4.63
diamonds_027174,17442.0,1.76,Ideal,G,VS2,60.3,57.0,7.9,7.83,4.74
diamonds_027175,17447.0,2.0,Good,H,SI1,58.0,58.0,8.21,8.26,4.78
diamonds_027176,17448.0,2.48,Very Good,I,SI2,63.0,62.0,8.58,8.62,5.42
diamonds_027177,17449.0,1.5,Good,E,VVS2,64.3,58.0,7.2,7.13,4.61
diamonds_027178,17451.0,2.31,Premium,J,VS1,62.3,61.0,8.55,8.43,5.29
diamonds_027179,17452.0,2.51,Premium,J,SI1,59.6,60.0,8.84,8.79,5.25
diamonds_027180,17455.0,1.56,Ideal,F,VS1,61.7,56.0,7.48,7.46,4.61
diamonds_027181,17458.0,2.01,Premium,H,SI1,59.6,59.0,8.27,8.19,4.9
diamonds_027182,17460.0,2.2,Ideal,H,VS2,61.7,55.0,8.41,8.38,5.18
diamonds_027183,17469.0,2.08,Ideal,H,SI1,61.3,56.0,8.24,8.27,5.06
diamonds_027184,17469.0,2.08,Ideal,H,SI1,61.7,58.0,8.13,8.21,5.04
diamonds_027185,17472.0,2.44,Very Good,J,SI1,62.9,53.0,8.58,8.62,5.41
diamonds_027186,17473.0,2.18,Premium,H,SI2,59.1,60.0,8.49,8.45,5.01
diamonds_027187,17474.0,2.01,Premium,I,SI1,60.2,59.0,8.18,8.12,4.91
diamonds_027188,17475.0,2.18,Very Good,G,SI2,61.0,60.0,8.29,8.33,5.07
diamonds_027189,17476.0,2.01,Very Good,H,SI1,60.1,60.0,8.25,8.2,4.94
diamonds_027190,17485.0,1.7,Good,D,VS2,63.6,56.0,7.56,7.5,4.79
diamonds_027191,17489.0,2.02,Premium,H,SI1,61.1,60.0,8.19,8.11,4.98
diamonds_027192,17492.0,1.7,Premium,G,VS1,61.2,57.0,7.73,7.64,4.7
diamonds_027193,17492.0,2.01,Ideal,G,SI1,59.2,57.0,8.23,8.19,4.86
diamonds_027194,17496.0,1.31,Premium,D,VVS1,62.8,55.0,7.01,6.95,4.38
diamonds_027195,17497.0,2.01,Good,I,VS2,65.0,57.0,7.85,7.99,5.15
diamonds_027196,17499.0,1.14,Good,D,IF,61.7,63.0,6.64,6.74,4.13
diamonds_027197,17504.0,2.33,Ideal,I,VS2,62.0,57.0,8.52,8.45,5.26
diamonds_027198,17509.0,1.91,Very Good,F,SI1,62.2,54.0,7.91,7.97,4.94
diamonds_027199,17513.0,2.14,Premium,G,SI2,60.4,59.0,8.32,8.38,5.04
diamonds_027200,17514.0,2.01,Very Good,F,SI2,62.3,63.0,8.07,7.96,4.99
diamonds_027201,17515.0,1.51,Premium,D,VS1,62.9,54.0,7.29,7.22,4.56
diamonds_027202,17516.0,2.32,Ideal,I,SI2,62.0,57.0,8.45,8.49,5.25
diamonds_027203,17521.0,2.05,Premium,H,SI1,60.2,58.0,8.25,8.22,4.96
diamonds_027204,17522.0,2.52,Premium,H,SI2,62.4,57.0,8.72,8.66,5.43
diamonds_027205,17523.0,2.01,Ideal,I,VS1,62.5,56.0,8.0,7.96,4.99
diamonds_027206,17525.0,2.21,Premium,G,SI2,62.4,60.0,8.34,8.29,5.19
diamonds_027207,17530.0,2.02,Very Good,F,SI1,62.7,59.0,7.97,8.03,5.02
diamonds_027208,17533.0,2.02,Good,I,VS1,57.9,63.0,8.13,8.21,4.73
diamonds_027209,17534.0,2.36,Ideal,J,VS2,60.1,59.0,8.64,8.69,5.21
diamonds_027210,17534.0,2.0,Ideal,F,SI2,62.9,56.0,7.94,8.01,5.02
diamonds_027211,17535.0,1.97,Premium,H,VS2,62.9,59.0,8.01,7.9,5.0
diamonds_027212,17539.0,2.29,Premium,H,VS2,61.6,60.0,8.45,8.43,5.2
diamonds_027213,17545.0,1.45,Very Good,D,VVS2,62.0,56.0,7.25,7.32,4.52
diamonds_027214,17548.0,1.57,Ideal,E,VS2,60.5,57.0,7.53,7.57,4.57
diamonds_027215,17552.0,1.59,Premium,E,VS1,61.2,58.0,7.58,7.49,4.61
diamonds_027216,17553.0,1.89,Ideal,H,VS1,61.6,56.0,7.92,7.95,4.89
diamonds_027217,17554.0,2.19,Premium,H,SI2,61.7,58.0,8.38,8.28,5.14
diamonds_027218,17555.0,2.01,Ideal,G,SI2,61.9,57.0,8.0,8.08,4.98
diamonds_027219,17569.0,1.65,Ideal,G,IF,62.4,55.0,7.53,7.61,4.72
diamonds_027220,17569.0,2.36,Ideal,H,SI2,62.2,55.0,8.51,8.56,5.3
diamonds_027221,17570.0,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01
diamonds_027222,17574.0,2.0,Premium,I,VS2,62.5,57.0,8.01,7.92,4.98
diamonds_027223,17579.0,2.02,Premium,G,SI1,61.8,58.0,8.16,8.1,4.94
diamonds_027224,17581.0,2.02,Very Good,I,VS2,63.1,55.0,8.0,8.09,5.08
diamonds_027225,17582.0,2.14,Very Good,F,SI2,58.2,61.0,8.45,8.5,4.93
diamonds_027226,17590.0,1.03,Ideal,D,IF,62.0,56.0,6.55,6.44,4.03
diamonds_027227,17591.0,2.53,Premium,H,SI2,59.6,59.0,8.9,8.82,5.29
diamonds_027228,17592.0,2.01,Premium,I,VS2,61.1,60.0,8.12,8.06,4.94
diamonds_027229,17595.0,1.71,Ideal,G,VS1,62.2,55.0,7.72,7.65,4.78
diamonds_027230,17597.0,1.7,Very Good,F,VS2,60.8,60.0,7.65,7.68,4.66
diamonds_027231,17597.0,1.7,Good,F,VS2,62.2,56.0,7.54,7.6,4.71
diamonds_027232,17598.0,1.38,Very Good,F,IF,58.2,60.0,7.32,7.39,4.28
diamonds_027233,17600.0,2.0,Good,H,SI1,63.3,59.0,7.96,8.03,5.06
diamonds_027234,17604.0,1.64,Ideal,G,VVS2,61.8,56.0,7.59,7.6,4.69
diamonds_027235,17605.0,1.72,Premium,G,VS1,59.4,60.0,7.82,7.86,4.66
diamonds_027236,17606.0,2.1,Premium,J,VVS1,61.3,58.0,8.29,8.24,5.07
diamonds_027237,17607.0,2.0,Ideal,I,VS1,62.0,57.0,8.04,7.99,4.97
diamonds_027238,17607.0,2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42
diamonds_027239,17608.0,2.52,Good,G,SI2,63.7,59.0,8.57,8.52,5.44
diamonds_027240,17609.0,2.01,Ideal,G,SI2,60.9,55.0,8.16,8.19,4.98
diamonds_027241,17614.0,1.74,Premium,G,VS2,61.0,58.0,7.77,7.75,4.73
diamonds_027242,17614.0,2.07,Ideal,G,SI2,62.2,54.0,8.16,8.21,5.09
diamonds_027243,17617.0,2.08,Premium,H,SI1,62.6,59.0,8.1,8.13,5.08
diamonds_027244,17634.0,2.2,Premium,H,SI2,62.7,58.0,8.33,8.27,5.2
diamonds_027245,17640.0,2.05,Premium,I,VS1,60.6,60.0,8.21,8.18,4.97
diamonds_027246,17642.0,2.39,Premium,I,VS1,61.2,60.0,8.63,8.6,5.27
diamonds_027247,17649.0,1.51,Ideal,E,VS1,62.2,57.0,7.37,7.32,4.57
diamonds_027248,17650.0,2.06,Premium,G,SI2,62.7,58.0,8.12,8.09,5.08
diamonds_027249,17658.0,2.02,Very Good,F,SI1,60.1,60.0,8.21,8.29,4.96
diamonds_027250,17659.0,1.52,Ideal,D,VS1,61.2,57.0,7.4,7.46,4.55
diamonds_027251,17662.0,1.7,Ideal,F,VS2,61.3,54.0,7.72,7.67,4.72
diamonds_027252,17663.0,1.34,Premium,E,IF,61.8,58.0,7.15,7.08,4.4
diamonds_027253,17666.0,2.29,Premium,H,SI2,62.5,58.0,8.43,8.37,5.25
diamonds_027254,17667.0,1.5,Premium,E,VVS2,58.7,61.0,7.49,7.36,4.36
diamonds_027255,17672.0,2.02,Very Good,H,SI1,63.4,60.0,7.96,8.04,5.07
diamonds_027256,17673.0,2.28,Premium,I,SI1,61.6,58.0,8.43,8.46,5.2
diamonds_027257,17673.0,2.14,Premium,G,SI2,60.4,59.0,8.38,8.32,5.04
diamonds_027258,17674.0,2.0,Premium,D,SI2,61.6,59.0,8.09,8.2,5.02
diamonds_027259,17676.0,2.01,Very Good,E,SI1,62.7,57.0,8.03,8.11,5.06
diamonds_027260,17676.0,2.32,Ideal,I,SI2,62.0,57.0,8.49,8.45,5.25
diamonds_027261,17685.0,1.71,Very Good,F,VS1,61.9,61.0,7.61,7.67,4.73
diamonds_027262,17688.0,2.01,Ideal,E,SI2,62.2,57.0,8.04,8.09,5.02
diamonds_027263,17688.0,2.01,Premium,H,SI1,62.7,59.0,8.03,8.08,5.05
diamonds_027264,17689.0,1.51,Very Good,E,VVS2,60.2,61.0,7.34,7.4,4.44
diamonds_027265,17689.0,2.52,Very Good,G,SI2,63.2,58.0,8.65,8.61,5.45
diamonds_027266,17692.0,2.02,Premium,G,SI1,62.8,60.0,8.02,7.96,5.02
diamonds_027267,17694.0,2.12,Very Good,F,SI2,60.6,58.0,8.27,8.32,5.03
diamonds_027268,17710.0,2.0,Ideal,F,SI2,62.0,57.0,8.03,8.1,5.0
diamonds_027269,17712.0,2.11,Ideal,I,VS2,62.2,55.0,8.2,8.26,5.12
diamonds_027270,17713.0,1.99,Fair,H,VS2,60.5,63.0,8.2,8.11,4.93
diamonds_027271,17714.0,2.21,Premium,I,SI1,61.1,59.0,8.42,8.37,5.13
diamonds_027272,17715.0,2.31,Very Good,I,SI1,62.5,55.0,8.39,8.44,5.26
diamonds_027273,17716.0,2.0,Premium,I,VS2,61.8,56.0,8.11,8.04,4.99
diamonds_027274,17723.0,1.52,Premium,D,VS1,61.0,59.0,7.48,7.53,4.5
diamonds_027275,17724.0,2.0,Very Good,G,SI1,63.0,55.0,7.96,8.1,5.06
diamonds_027276,17729.0,1.65,Ideal,G,IF,62.4,55.0,7.61,7.53,4.72
diamonds_027277,17730.0,2.12,Ideal,F,SI2,62.3,57.0,8.19,8.22,5.11
diamonds_027278,17740.0,2.0,Good,G,SI1,64.2,59.0,7.84,7.93,5.06
diamonds_027279,17742.0,2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93
diamonds_027280,17746.0,2.01,Premium,F,SI2,61.3,61.0,8.02,7.96,4.9
diamonds_027281,17747.0,2.17,Ideal,I,SI1,60.7,57.0,8.38,8.42,5.1
diamonds_027282,17751.0,2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89
diamonds_027283,17752.0,2.03,Very Good,G,SI2,62.7,55.0,8.07,8.14,5.08
diamonds_027284,17753.0,2.56,Ideal,J,SI1,61.4,58.0,8.73,8.76,5.37
diamonds_027285,17759.0,2.01,Very Good,E,SI2,59.3,61.0,8.14,8.19,4.84
diamonds_027286,17759.0,2.01,Very Good,H,SI1,62.8,59.0,7.99,8.04,5.03
diamonds_027287,17760.0,2.0,Premium,E,SI2,62.2,56.0,8.14,8.06,5.04
diamonds_027288,17760.0,2.0,Very Good,H,SI1,63.3,59.0,8.03,7.96,5.06
diamonds_027289,17760.0,2.0,Good,E,SI2,57.7,61.0,8.31,8.19,4.76
diamonds_027290,17760.0,2.0,Good,D,VS2,63.7,60.0,7.88,7.81,5.0
diamonds_027291,17760.0,2.0,Ideal,G,VS2,62.3,57.0,8.06,7.97,4.99
diamonds_027292,17760.0,2.0,Premium,H,SI1,62.6,56.0,8.01,7.96,5.0
diamonds_027293,17761.0,1.87,Ideal,H,VS1,59.7,60.0,7.98,8.04,4.78
diamonds_027294,17765.0,1.72,Premium,G,VS1,59.4,60.0,7.86,7.82,4.66
diamonds_027295,17766.0,1.71,Premium,F,VS2,61.4,60.0,7.72,7.62,4.71
diamonds_027296,17772.0,2.16,Very Good,I,SI1,58.5,60.0,8.49,8.54,4.98
diamonds_027297,17773.0,1.55,Premium,D,VS1,59.7,60.0,7.62,7.56,4.53
diamonds_027298,17776.0,2.05,Premium,D,SI1,60.4,58.0,8.26,8.16,4.96
diamonds_027299,17778.0,2.08,Premium,H,SI1,62.6,59.0,8.13,8.1,5.08
diamonds_027300,17784.0,2.21,Very Good,I,SI1,62.9,59.0,8.3,8.34,5.23
diamonds_027301,17798.0,2.01,Ideal,F,SI2,61.3,60.0,8.05,8.1,4.95
diamonds_027302,17801.0,2.72,Ideal,J,SI2,62.1,56.0,8.97,8.93,5.56
diamonds_027303,17803.0,1.69,Very Good,E,VS2,62.7,58.0,7.52,7.6,4.74
diamonds_027304,17803.0,2.03,Premium,F,SI1,61.3,59.0,8.15,8.22,5.02
diamonds_027305,17804.0,2.01,Good,G,SI1,63.9,60.0,7.81,7.75,4.97
diamonds_027306,17805.0,2.09,Premium,H,SI2,60.6,59.0,8.27,8.22,5.0
diamonds_027307,17805.0,2.17,Ideal,H,SI2,62.0,56.0,8.25,8.29,5.13
diamonds_027308,17811.0,2.05,Very Good,H,SI1,62.5,57.0,8.09,8.07,5.05
diamonds_027309,17816.0,2.11,Premium,G,SI1,61.6,59.0,8.24,8.19,5.06
diamonds_027310,17820.0,2.16,Ideal,H,SI1,61.9,57.0,8.3,8.38,5.16
diamonds_027311,17825.0,1.63,Ideal,E,VS2,61.3,55.0,7.6,7.63,4.67
diamonds_027312,17825.0,2.02,Premium,E,SI2,59.8,58.0,8.2,8.16,4.89
diamonds_027313,17826.0,2.01,Premium,I,VS2,60.3,58.0,8.22,8.16,4.94
diamonds_027314,17829.0,2.36,Ideal,J,VS1,61.6,57.0,8.6,8.55,5.28
diamonds_027315,17835.0,2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02
diamonds_027316,17837.0,2.1,Very Good,I,VS2,59.4,60.0,8.39,8.47,5.01
diamonds_027317,17838.0,2.01,Ideal,H,VS1,62.9,54.0,8.01,7.96,5.02
diamonds_027318,17840.0,2.09,Premium,F,SI2,61.7,59.0,8.21,8.23,5.07
diamonds_027319,17841.0,2.18,Premium,G,SI2,61.9,60.0,8.24,8.29,5.12
diamonds_027320,17849.0,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05
diamonds_027321,17849.0,2.01,Ideal,E,SI2,62.2,57.0,8.09,8.04,5.02
diamonds_027322,17849.0,2.01,Premium,H,SI1,61.1,60.0,8.15,8.11,4.97
diamonds_027323,17849.0,2.01,Premium,H,SI1,61.3,59.0,8.16,8.08,4.98
diamonds_027324,17856.0,2.43,Ideal,I,SI2,62.3,59.0,8.54,8.61,5.34
diamonds_027325,17864.0,2.03,Ideal,H,SI1,60.8,57.0,8.18,8.24,4.99
diamonds_027326,17869.0,2.0,Good,F,SI1,63.0,64.0,7.67,7.76,4.86
diamonds_027327,17871.0,2.11,Very Good,E,SI2,62.4,61.0,8.1,8.19,5.08
diamonds_027328,17871.0,2.0,Ideal,F,SI2,62.0,57.0,8.1,8.03,5.0
diamonds_027329,17877.0,2.01,Very Good,I,VS1,62.8,59.0,8.02,8.07,5.05
diamonds_027330,17882.0,2.02,Ideal,H,SI1,61.7,57.0,8.14,8.08,5.0
diamonds_027331,17887.0,2.02,Very Good,H,VS2,61.5,59.0,8.08,8.21,5.01
diamonds_027332,17888.0,1.76,Very Good,G,VVS2,61.1,59.0,7.81,7.9,4.8
diamonds_027333,17889.0,2.0,Ideal,I,VS1,62.0,57.0,8.04,7.99,4.97
diamonds_027334,17891.0,2.32,Ideal,J,VS1,62.5,54.5,8.44,8.47,5.28
diamonds_027335,17891.0,2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11
diamonds_027336,17892.0,2.28,Premium,H,SI2,62.1,59.0,8.4,8.44,5.23
diamonds_027337,17892.0,1.7,Ideal,F,VS2,62.3,56.0,7.61,7.65,4.75
diamonds_027338,17892.0,2.01,Ideal,H,SI1,61.9,60.0,8.09,8.07,5.0
diamonds_027339,17893.0,2.02,Premium,I,VS2,59.0,59.0,8.34,8.27,4.9
diamonds_027340,17893.0,2.48,Very Good,H,SI1,63.3,56.0,8.6,8.55,5.43
diamonds_027341,17893.0,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08
diamonds_027342,17894.0,1.58,Ideal,E,VS1,62.6,56.0,7.41,7.44,4.65
diamonds_027343,17895.0,2.2,Ideal,I,SI1,61.7,55.0,8.37,8.41,5.18
diamonds_027344,17898.0,2.0,Good,G,VS2,64.1,55.0,7.94,7.88,5.07
diamonds_027345,17902.0,2.0,Good,G,SI1,64.2,59.0,7.93,7.84,5.06
diamonds_027346,17904.0,1.74,Premium,G,VS1,61.7,58.0,7.78,7.69,4.77
diamonds_027347,17904.0,1.74,Premium,G,VS1,62.4,58.0,7.71,7.61,4.78
diamonds_027348,17905.0,2.2,Premium,I,VS2,58.9,60.0,8.63,8.52,5.05
